YEAR MONTH EURO NHAFR SHSA CEAS EQAS AUST MIDE CEAM SEAS BONA TENA SHAFR NHSA BOAS GLOBAL 
2018 09 549.09686 8149.7310 46550.879 9821.7070 3233.1890 40050.371 1037.4454 87.151421 323.06131 354.18680 3130.7966 337714.97 559.18585 3345.6702 454907.44 
2018 10 1093.6859 66876.695 12453.638 7189.5630 4456.5288 111440.05 982.49274 32.198799 6635.5288 224.53297 1308.5593 89009.289 1519.7834 853.91217 304076.47 
2018 11 204.99902 257414.59 3725.6160 1522.7886 666.30054 98048.141 237.62715 553.17542 18811.398 48.083542 1776.5153 26286.027 2959.4990 434.89847 412689.66 
2018 12 4.2931733 342930.97 4002.5256 102.82150 85.004837 51370.395 254.37053 663.08063 10046.241 0.0000000 306.10327 6213.9390 8127.4067 142.31870 424249.47 
2019 01 46.151615 239400.88 8716.8594 893.19470 187.39702 36059.008 118.27693 1372.7422 17805.078 0.0000000 543.94507 3135.5193 10453.233 503.80389 319236.09 
2019 02 698.07001 104167.41 8511.2168 15880.449 503.37460 17475.793 148.11449 1507.1185 18868.713 0.0000000 465.38000 3636.9619 16233.133 5534.1152 193629.84 
2019 03 673.38428 41583.035 4356.4976 18232.465 782.00153 13966.552 102.60685 4956.6836 30280.826 121.06749 3425.3083 16465.393 17916.914 5678.1514 158540.88 
2019 04 768.26337 16631.969 1961.7656 12783.997 204.14040 13386.973 892.33612 8397.2324 27059.229 62.894993 3697.4956 15135.583 6965.4595 20969.146 128916.49 
2019 05 74.486557 9206.2812 3374.0049 5937.4590 116.34500 20960.131 3085.7185 9913.7959 8878.9268 3750.5164 761.39429 71440.984 437.90369 6086.4321 144024.38 
2019 06 256.73178 2421.9939 7274.1382 9701.4990 274.97775 23694.238 6944.2080 1203.3765 1030.5763 4392.5605 1217.7585 241905.30 0.64397603 6427.5244 306745.53 
2019 07 574.21198 838.45679 18598.887 42138.785 737.78186 26945.674 5417.1265 837.38348 924.32025 9192.5430 1597.4897 333378.66 198.55927 30949.918 472329.78 
2019 08 683.04388 69.978729 76776.320 23670.197 2576.1187 20037.957 4148.7080 250.72133 362.55850 1348.2711 1967.5614 324284.00 680.25336 19106.768 475962.47 
2019 09 2380.1355 1386.6949 107291.77 11907.117 10906.807 21260.010 4915.4688 130.94179 535.78802 565.62561 3711.2339 248682.94 1262.1930 2221.2878 417158.00 
2019 10 1578.3853 31336.732 35113.008 15237.331 5515.4399 39286.402 3010.1587 395.61594 9616.9229 113.55444 1286.4493 78536.523 1409.4489 1879.3367 224315.31 
2019 11 127.93657 154465.16 15267.169 1269.4915 2105.8015 49038.773 2197.6755 665.01257 15863.705 24.685747 2419.8472 12881.882 2758.3640 144.03596 259229.55 
2019 12 9.8742990 263285.09 5436.6602 945.57147 330.14505 81452.234 1209.3870 857.99072 8723.9434 13.523496 363.84644 2051.4929 4160.7290 0.0000000 368840.47 
2020 01 51.947399 294235.88 6762.6069 1156.3663 245.14020 28514.186 186.32373 1284.5175 21256.789 4.9371495 779.85498 5063.3687 11957.132 0.0000000 371499.03 
2020 02 110.97853 188118.70 9367.9189 2924.7244 341.95126 5367.5400 799.38892 1623.4635 21131.857 7.5130534 1364.5852 3887.2539 18984.629 11.376910 254041.88 
2020 03 429.31735 57804.359 14077.960 13950.023 528.48962 2347.9365 184.60646 3913.4424 47892.926 0.0000000 3137.0217 8908.1201 24854.469 9813.3359 187842.02 
2020 04 599.11237 28333.227 7791.4658 22951.305 385.52698 6392.5352 434.46915 15100.594 22103.617 177.52272 5652.6069 12568.051 10066.633 17309.646 149866.31 
2020 05 40.570488 7679.1992 7874.9678 3680.9668 76.847801 19006.094 2395.8054 7386.6196 9816.5557 800.03290 1562.9298 76336.484 2383.3552 1885.7764 140926.20 
2020 06 236.76852 2674.4324 8866.6914 13566.428 141.24541 15688.114 6021.6050 1049.2516 431.46393 730.05414 3004.1482 181528.69 99.816284 7535.1636 241573.86 
2020 07 441.98221 1452.3806 23087.613 15656.989 438.76233 25116.781 3565.9099 657.49951 371.78882 104.96809 2149.3772 309638.28 177.09340 26582.258 409441.66 
2020 08 740.14313 1247.8109 66490.094 9064.8213 414.29123 9964.8848 2268.5127 191.69019 186.96770 230.54341 8978.0986 260719.70 420.94565 14340.058 375258.56 
2020 09 1032.2936 3064.8965 121731.43 8795.4248 699.78729 10151.853 2078.1106 186.53839 1201.6592 324.77856 17946.754 332407.53 547.80896 8590.4258 508759.31 
2020 10 230.97273 86915.078 74364.633 8318.0234 562.83502 14733.313 2092.7075 167.86308 9619.9287 85.863472 2581.0559 99477.125 1612.3013 997.30420 301759.00 
2020 11 33.272095 181181.16 14115.954 1021.7753 132.22974 27615.193 1595.9872 261.66891 14606.449 285.49603 2069.5244 19672.395 376.51132 954.58710 263922.19 
2020 12 0.21465866 286955.72 5352.7285 593.31659 1.2879519 5335.1265 453.35913 947.07404 2036.2522 72.125313 493.92960 2680.8723 3661.0037 119.35022 308702.34 
2021 01 8.5863466 281905.00 2965.9390 776.63507 57.957840 1393.3494 149.18777 1020.7020 13338.675 0.0000000 1091.7540 1987.0953 7558.9907 0.0000000 312253.88 
2021 02 149.61710 144443.19 4738.5903 1202.0886 251.15065 1067.9269 147.68517 1168.8165 28088.730 5.1518083 2238.4607 6299.1587 10561.636 0.64397603 200362.83 
2021 03 149.61710 55275.895 6168.0024 4210.3154 239.77374 3748.7991 280.12958 3318.6230 55951.855 57.743183 3350.3926 7122.8042 6527.7700 3422.9473 149824.67 
2021 04 19.533939 20667.980 2731.5315 31958.812 274.11911 12577.496 164.42854 6587.4453 21135.938 238.70044 2448.1821 12120.917 1102.7017 14529.602 126557.39 
2021 05 103.03616 9405.2695 6015.1655 2685.1653 166.14581 37719.605 1134.0417 4796.3335 3431.3188 1562.5005 1132.5392 66591.625 147.89983 6650.1255 141540.78 
2021 06 283.77875 4252.8174 8741.7598 15161.986 183.74782 14364.958 2843.5835 1489.5165 426.09747 962.52948 3578.7893 190868.48 0.0000000 5972.8774 249130.92 
2021 07 1179.7642 1371.8835 24870.139 16623.383 440.47961 18628.080 1624.3221 348.39102 183.53316 25240.855 7026.2075 302220.53 64.397598 40813.055 440635.00 
2021 08 3343.3088 432.32257 71672.172 15617.706 558.11255 23966.641 2603.3804 160.77934 612.42120 8369.5420 9005.5752 325057.19 171.72694 37810.191 499381.09 
2021 09 1348.2711 4119.2998 82285.969 7068.4956 449.70993 19758.258 497.57880 85.648811 257.37576 250.50667 5097.9287 319212.03 816.99091 6133.4424 447381.53 
2021 10 725.76099 81416.812 35604.574 4664.9624 122.99942 59660.086 727.26355 122.78476 6460.3672 621.22223 1586.9716 127545.03 1348.0565 1762.5624 322369.47 
2021 11 49.371494 184070.03 4611.9414 1288.3813 66.973503 44588.039 2215.7068 503.80389 19125.443 4.0785146 773.84448 48466.277 3609.2710 28.978922 309402.12 
2021 12 2.7905626 286266.88 7195.3589 143.17732 71.266678 30126.057 472.46375 728.98083 1965.4148 0.0000000 616.92902 9168.2861 6736.2036 0.0000000 343493.81 
2022 01 98.528328 286938.53 23166.393 123.21408 150.69038 10886.415 352.46954 1058.9113 6956.8730 0.0000000 1017.9114 4821.2339 17383.273 2.5759041 352957.03 
2022 02 87.151421 126553.09 15390.168 1021.7753 54.952621 5071.3110 110.11990 1858.5148 15786.643 0.0000000 2339.1355 5509.8589 12876.730 221.74242 186881.20 
